player,draft_year,position,position_group,model_group,college,round,pick,draft_capital_bucket,overall_rank_in_class,position_rank_in_class,overall_class_percentile,position_class_percentile,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,hit_miss_label,draft_value_vs_grade,confidence_score,confidence_label,outlier_type,grade_explanation,historical_position_comps,historical_overall_comps,player_card_summary,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,actual_outcome_level,actual_outcome_flag,miss_flag,value_flag,outcome_card_class,is_bad_miss,is_good_miss,should_have_been_drafted,should_have_pick_bucket,draft_slot_regrade,outcome_maturity,display_grade,display_grade_label,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,career_stat_raw,career_honors_raw,career_stat_score,career_honors_score,career_impact_raw,position_success_score,global_success_score,score_mode,actual_value_to_team,current_value_to_team,prospect_similarity_score,site_display_score,site_display_score_label,good_bad_miss_type,redraft_class_rank,redraft_position_rank,should_have_been_drafted_display,v10_trait_projection_score,v10_projection_score,v10_successful_comps,v10_risk_comps,site_display_score_v10,site_display_score_label_v10,v10_projection_tier,v10_projection_explanation,projection_status,projection_badge,projection_basis,career_projection_score_5_10,career_projection_label,career_projection_range,career_projection_basis
Darren Lewis,1991.0,RB,RB,RB,Texas A&M,6.0,161.0,Late Day 3 pick,138.0,16.0,38.0,50.0,43.0,44.4,45.5,49.6,0.493,0.489,0.504,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Doug Lloyd (1989, RB, score 43.9) | Craig Taylor (1989, RB, score 41.5) | Keith Jones (1988, RB, score 43.3) | Heath Sherman (1989, RB, score 40.3) | Derrick Douglas (1990, RB, score 43.6)","Floyd Turner (1989, WR, score 42.7) | Gene Taylor (1987, WR, score 43.7) | Derrick Walker (1990, TE, score 43.9) | Ron Hester (1982, LB, score 42.1) | Doug Lloyd (1989, RB, score 43.9)","Darren Lewis (1991, RB, Texas A&M) graded 43.0. Tier: Depth / replacement-level profile. Position rank in class: #16. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.0,5.0,45.5,47.1,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted about right,mature,42.0,Actual Value Score,0.0,0.0,0.0,5.0,,5.0,33.0,0.0,0.0,0.0,0.0,0.0,112.0,431.0,4.0,22.0,201.0,0.0,,,,74.4722077981565,11.489125293076055,46.4,35.3,90.59594448408538,57.7,57.1,actual_value,57.7,39.0,43.0,42.0,Actual Value Score,neutral,151.0,18.0,Class #151 / RB #18,47.9,47.9,,,42.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,42.0,Long-shot / replacement-level projection,42.0,Actual NFL career value
Ivory Lee Brown,1991.0,RB,RB,RB,Ark-Pine Bluff,7.0,171.0,Late Day 3 pick,135.0,15.0,39.1,53.3,44.8,46.9,47.4,49.9,0.494,0.487,0.501,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Johnny Johnson (1990, RB, score 44.7) | Rodney Carter (1986, RB, score 46.2) | Marion Butts (1989, RB, score 43.7) | Willie Joyner (1984, RB, score 40.7) | Ivy Joe Hunter (1989, RB, score 41.7)","Johnny Johnson (1990, RB, score 44.7) | Pat Kelly (1988, TE, score 45.0) | Scott Galbraith (1990, TE, score 44.7) | Jeff Simmons (1983, WR, score 43.6) | Gary Moten (1983, LB, score 45.6)","Ivory Lee Brown (1991, RB, Ark-Pine Bluff) graded 44.8. Tier: Depth / replacement-level profile. Position rank in class: #15. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.1,2.0,32.6,47.2,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,2.0,7.0,0.0,0.0,0.0,0.0,0.0,68.0,194.0,2.0,7.0,54.0,0.0,,,,61.27706383607286,5.291502622129181,35.2,11.2,58.82249470299405,51.1,50.8,actual_value,51.1,36.3,43.3,32.0,Actual Value Score,neutral,171.0,23.0,Class #171 / RB #23,45.0,45.0,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
James Joseph,1991.0,RB,RB,RB,Auburn,7.0,187.0,Late Day 3 pick,153.0,20.0,31.0,36.7,37.8,37.2,40.0,49.2,0.489,0.483,0.508,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Rick Badanjek (1986, RB, score 37.6) | Jon Francis (1986, RB, score 37.6) | Danny Bradley (1985, RB, score 38.2) | Lionel Vital (1985, RB, score 36.9) | Pat Franklin (1986, RB, score 37.6)","Rick Badanjek (1986, RB, score 37.6) | Ray Phillips (1986, LB, score 38.0) | Tracy Rogers (1989, LB, score 37.9) | Jon Francis (1986, RB, score 37.6) | George Radachowsky (1984, DB, score 37.3)","James Joseph (1991, RB, Auburn) graded 37.8. Tier: Low-probability profile. Position rank in class: #20. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.0,10.0,59.0,46.8,Miss,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100.0,Good value,mature,62.8,Actual Value Score,0.0,0.0,0.0,10.0,,10.0,78.0,0.0,0.0,0.0,0.0,0.0,250.0,823.0,4.0,102.0,817.0,3.0,,,,87.29805286422176,17.663521732655695,59.1,56.5,119.7747883066516,63.1,62.3,actual_value,63.1,39.1,42.2,62.8,Actual Value Score,good_miss,94.0,13.0,Class #94 / RB #13,46.3,46.3,,,62.8,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,62.8,Depth / developmental projection,62.8,Actual NFL career value
Sheldon Canley,1991.0,RB,RB,RB,San Jose St.,7.0,193.0,Late Day 3 pick,187.0,27.0,15.8,13.3,26.8,21.8,28.3,48.3,0.483,0.477,0.517,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Kelvin Bryant (1983, RB, score 27.8) | Quentin Walker (1984, RB, score 28.5) | Jessie Clark (1983, RB, score 24.5) | Joe Hayes (1984, RB, score 26.7) | Ken Thomas (1983, RB, score 28.8)","Charles Bennett (1985, DE, score 27.4) | Mark Fellows (1985, LB, score 25.9) | Kelvin Bryant (1983, RB, score 27.8) | Carl Lee (1983, DB, score 27.3) | Shannon Sharpe (1990, TE, score 25.3)","Sheldon Canley (1991, RB, San Jose St.) graded 26.8. Tier: Low-probability profile. Position rank in class: #27. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.8,0.0,9.7,46.1,Miss,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,,,,18.420680743952367,2.0,10.0,1.2,8.947238260383328,36.5,37.4,actual_value,36.5,25.5,40.6,32.0,Actual Value Score,neutral,201.0,29.0,Class #201 / RB #29,46.7,46.7,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Cedric Jackson,1991.0,RB,RB,RB,TCU,8.0,205.0,Late Day 3 pick,169.0,24.0,24.0,23.3,33.8,31.6,35.7,48.8,0.485,0.48,0.512,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Derrick Gainer (1989, RB, score 34.5) | Lee Rouson (1985, RB, score 34.1) | Scott Caldwell (1985, RB, score 32.7) | Eddie Hunter (1987, RB, score 34.2) | Mark Higgs (1988, RB, score 31.8)","Ken Stills (1985, DB, score 33.7) | Derrick Gainer (1989, RB, score 34.5) | Fred Banks (1985, WR, score 34.2) | David Tate (1988, DB, score 33.2) | Steve Alvord (1987, DT, score 34.3)","Cedric Jackson (1991, RB, TCU) graded 33.8. Tier: Low-probability profile. Position rank in class: #24. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.9,0.0,9.7,46.5,Miss,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,55.0,0.0,1.0,-2.0,0.0,,,,,5.656854249492381,,12.2,7.0710678118654755,35.1,36.5,actual_value,35.1,29.7,41.6,32.0,Actual Value Score,neutral,194.0,26.0,Class #194 / RB #26,47.4,47.4,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Mike Dingle,1991.0,RB,RB,RB,South Carolina,8.0,211.0,Late Day 3 pick,147.0,18.0,33.9,43.3,39.6,39.7,41.8,49.5,0.49,0.48,0.505,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Lawrence Ricks (1983, RB, score 38.3) | Rick Fenney (1987, RB, score 35.1) | Lee Rouson (1985, RB, score 34.1) | Jacque Robinson (1985, FB, score 35.9) | Derrick Gainer (1989, RB, score 34.5)","Toi Cook (1987, DB, score 39.3) | Keith Neubert (1988, TE, score 39.5) | Robert Tyler (1988, TE, score 38.4) | Seth Joyner (1986, LB, score 41.2) | Mike Reilly (1982, LB, score 38.1)","Mike Dingle (1991, RB, South Carolina) graded 39.6. Tier: Low-probability profile. Position rank in class: #18. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.0,1.0,24.6,46.9,Miss,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,1.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,91.0,0.0,5.0,23.0,1.0,,,,47.70847010743616,5.656854249492381,24.1,12.2,43.1771534051466,47.4,47.3,actual_value,47.4,33.2,42.5,32.0,Actual Value Score,neutral,183.0,24.0,Class #183 / RB #24,45.4,45.4,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Gary Brown,1991.0,RB,RB,RB,Penn St.,8.0,214.0,Late Day 3 pick,160.0,22.0,28.1,30.0,36.9,36.0,39.0,49.0,0.487,0.481,0.51,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Rick Fenney (1987, RB, score 35.1) | Lawrence Ricks (1983, RB, score 38.3) | Lee Rouson (1985, RB, score 34.1) | Jacque Robinson (1985, FB, score 35.9) | Derrick Gainer (1989, RB, score 34.5)","Michael Stewart (1987, DB, score 36.7) | Solomon Wilcots (1987, DB, score 37.4) | Rob Monaco (1985, C, score 36.4) | Ronnie Washington (1985, LB, score 37.6) | Doug Wellsandt (1990, TE, score 36.8)","Gary Brown (1991, RB, Penn St.) graded 36.9. Tier: Low-probability profile. Position rank in class: #22. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.9,27.0,81.1,46.7,Miss,Major value,neutral,good_miss,card-good-miss,False,False,Round 2 caliber,64.0,Major value,mature,70.5,Actual Value Score,0.0,0.0,3.0,27.0,,15.0,99.0,0.0,0.0,0.0,0.0,0.0,1032.0,4300.0,21.0,84.0,631.0,3.0,,,,112.6564709346274,26.82795197240791,82.5,78.0,165.40040567375075,70.9,69.7,actual_value,70.9,42.1,42.1,70.5,Actual Value Score,good_miss,44.0,5.0,Class #44 / RB #5,45.9,45.9,,,70.5,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,70.5,Rotational contributor / developmental starter,70.5,Actual NFL career value
Howard Griffith,1991.0,RB,RB,RB,Illinois,9.0,236.0,Late Day 3 pick,173.0,25.0,22.2,20.0,31.8,28.8,33.4,48.8,0.485,0.474,0.512,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Patrick Egu (1989, RB, score 30.0) | Mel Farr (1988, RB, score 30.3) | Nuu Faaola (1986, RB, score 29.7) | Jaime Covington (1985, RB, score 34.0) | Lakei Heimuli (1987, RB, score 29.0)","Keith Kidd (1984, WR, score 31.8) | Mike Zordich (1986, DB, score 31.4) | John Hunt (1984, T, score 32.2) | Ron McLean (1987, NT, score 31.2) | Leonard Jones (1987, DB, score 32.9)","Howard Griffith (1991, RB, Illinois) graded 31.8. Tier: Low-probability profile. Position rank in class: #25. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.9,9.0,56.9,46.4,Miss,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100.0,Good value,mature,64.9,Actual Value Score,0.0,0.0,6.0,9.0,,,121.0,0.0,0.0,0.0,0.0,0.0,121.0,351.0,3.0,122.0,844.0,9.0,,,,81.78731332470068,31.79795897113271,53.1,85.0,131.6206461100028,65.2,64.3,actual_value,65.2,31.2,35.4,64.9,Actual Value Score,good_miss,83.0,12.0,Class #83 / RB #12,42.9,42.9,,,64.9,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,64.9,Depth / developmental projection,64.9,Actual NFL career value
Chuck Weatherspoon,1991.0,RB,RB,RB,Houston,9.0,242.0,Late Day 3 pick,178.0,26.0,19.9,16.7,30.4,26.8,32.0,48.2,0.485,0.477,0.518,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Mel Farr (1988, RB, score 30.3) | Nuu Faaola (1986, RB, score 29.7) | Patrick Egu (1989, RB, score 30.0) | Lakei Heimuli (1987, RB, score 29.0) | Terry Allen (1990, RB, score 27.2)","Jeff Herrod (1988, LB, score 31.0) | Ron McLean (1987, NT, score 31.2) | Mel Farr (1988, RB, score 30.3) | Nuu Faaola (1986, RB, score 29.7) | Danny Copeland (1988, DB, score 29.2)","Chuck Weatherspoon (1991, RB, Houston) graded 30.4. Tier: Low-probability profile. Position rank in class: #26. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.8,0.0,9.7,46.3,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,3.4,7.1,5.0,35.0,35.0,actual_value,35.0,26.6,35.2,32.0,Actual Value Score,neutral,198.0,27.0,Class #198 / RB #27,44.5,44.5,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Bob Christian,1991.0,RB,RB,RB,Northwestern,12.0,310.0,Late Day 3 pick,203.0,29.0,8.6,6.7,18.6,10.6,19.5,47.7,0.468,0.462,0.523,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Bill Jones (1989, RB, score 17.7) | Chuck Banks (1986, RB, score 16.3) | Bobby Morse (1987, RB, score 16.7) | Ira Valentine (1987, RB, score 15.0) | Tony Mumford (1985, RB, score 16.5)","Gary Lee (1987, WR, score 18.5) | Wes Dove (1987, DE, score 19.3) | Bill Jones (1989, RB, score 17.7) | Carl Parker (1988, WR, score 17.8) | Dave Levenick (1982, LB, score 19.7)","Bob Christian (1991, RB, Northwestern) graded 18.6. Tier: Low-probability profile. Position rank in class: #29. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.6,22.0,75.7,45.6,Miss,Major value,neutral,good_miss,card-good-miss,False,False,Round 2 caliber,64.0,Major value,mature,70.1,Actual Value Score,0.0,0.0,6.0,22.0,,18.0,135.0,0.0,0.0,0.0,0.0,0.0,193.0,831.0,12.0,230.0,2048.0,7.0,,,,99.27799166910432,33.03585904837721,70.9,85.8,162.61121406928265,70.5,69.3,actual_value,70.5,30.1,33.4,70.1,Actual Value Score,good_miss,48.0,6.0,Class #48 / RB #6,42.9,42.9,,,70.1,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,70.1,Rotational contributor / developmental starter,70.1,Actual NFL career value
Ernie Thompson,1991.0,RB,RB,RB,Indiana,12.0,312.0,Late Day 3 pick,193.0,28.0,13.1,10.0,24.3,18.4,25.5,48.2,0.473,0.469,0.518,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Steve Strachan (1985, RB, score 23.9) | Bill Jones (1989, RB, score 17.7) | Bobby Morse (1987, RB, score 16.7) | Chuck Sanders (1986, RB, score 24.7) | Tim Spencer (1983, RB, score 21.8)","Harper LeBel (1985, TE, score 24.1) | Lenny Taylor (1984, WR, score 22.2) | Steve Bradley (1986, QB, score 22.2) | Victor Jones (1988, LB, score 26.9) | Eric Yarber (1986, WR, score 25.7)","Ernie Thompson (1991, RB, Indiana) graded 24.3. Tier: Low-probability profile. Position rank in class: #28. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.7,1.0,24.6,46.0,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0,6.0,68.0,1.0,,,,43.80300879160286,8.94427190999916,21.1,26.3,45.919514020238424,48.1,48.0,actual_value,48.1,23.0,34.2,32.0,Actual Value Score,neutral,200.0,28.0,Class #200 / RB #28,42.6,42.6,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Chris Samuels,1991.0,RB,RB,RB,Texas,12.0,317.0,Late Day 3 pick,213.0,30.0,4.1,3.3,13.5,3.6,14.1,46.8,0.463,0.457,0.532,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Joe Mickles (1989, RB, score 12.4) | Ira Valentine (1987, RB, score 15.0) | David Lang (1990, RB, score 13.1) | Richard Bell (1990, RB, score 11.7) | Tony Burse (1987, RB, score 14.7)","Jimmie Johnson (1989, TE, score 13.5) | Tom Erlandson (1988, LB, score 14.0) | Steve Kaufusi (1988, DE, score 13.1) | Scott Bolton (1988, WR, score 13.5) | Steve Hathaway (1984, LB, score 12.6)","Chris Samuels (1991, RB, Texas) graded 13.5. Tier: Low-probability profile. Position rank in class: #30. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.5,0.0,9.7,45.1,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,33.0,0.0,,,,29.76224375623545,3.4641016151377544,14.2,5.4,14.7469123336046,39.1,39.6,actual_value,39.1,16.5,32.6,32.0,Actual Value Score,neutral,220.0,30.0,Class #220 / RB #30,42.8,42.8,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Tommy Vardell,1992.0,RB,RB,RB,Stanford,1.0,9.0,Top-15 pick,13.0,1.0,94.8,100.0,81.5,97.4,86.2,54.8,0.535,0.526,0.452,Starter-caliber profile,Starter-level hit,Solid premium pick,58.0,Low-medium confidence,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,"Sammie Smith (1989, RB, score 80.5) | Bo Jackson (1986, RB, score 81.4) | James Jones (1983, FB, score 80.6) | Alonzo Highsmith (1987, RB, score 80.8) | Tim Worley (1989, RB, score 80.0)","Mark Carrier (1990, DB, score 81.5) | Ken Ruettgers (1985, T, score 81.7) | Mike Junkin (1987, LB, score 81.5) | Rick Bryan (1984, DE, score 82.3) | Danny Noonan (1987, DT, score 81.1)","Tommy Vardell (1992, RB, Stanford) graded 81.5. Tier: Starter-caliber profile. Position rank in class: #1. Draft capital: Top-15 pick. Draft value read: Solid premium pick. Model confidence: Low-medium confidence. Why: premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile.",6.1,19.0,72.3,50.4,Starter Hit,Drafted too early,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted too early,mature,68.4,Actual Value Score,0.0,0.0,4.0,19.0,,11.0,87.0,0.0,0.0,0.0,0.0,0.0,403.0,1427.0,18.0,119.0,1010.0,3.0,,,,103.54563185099182,26.65475810617763,75.2,77.5,152.4399224400809,68.8,67.7,actual_value,68.8,71.8,85.3,68.4,Actual Value Score,neutral,57.0,5.0,Class #57 / RB #5,71.6,71.6,,,68.4,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,68.4,Rotational contributor / developmental starter,68.4,Actual NFL career value
